BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10230,15,171-30 104 AVENUE,11433,2,0,2,4000,2600,2002,1,B2,0,2/12/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10234,246,173-18 104TH AVENUE,11433,2,0,2,2500,1600,1920,1,B1,780000,1/21/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10234,247,173-22 104TH AVENUE,11433,2,0,2,2499,1600,1920,1,B1,0,8/20/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10235,312,173-18 105TH AVENUE,11433,2,0,2,2500,1600,1935,1,B1,0,3/14/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10235,314,173-22 105TH AVENUE,11433,2,0,2,2499,1600,1935,1,B1,810000,6/8/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10235,358,173-37 106TH AVENUE,11433,2,0,2,2499,1600,1935,1,B1,0,9/20/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10238,3,106-05 169TH STREET,11433,2,0,2,2000,2102,1930,1,B3,805000,12/16/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10239,30,10514 171ST STREET,11433,2,0,2,2068,1796,1930,1,B2,0,2/23/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10240,37,105-24 171ST PLACE,11433,2,0,2,2134,2100,1996,1,B2,860000,2/23/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10241,20,105-09 171ST PLACE,11433,2,0,2,2957,2000,2005,1,B2,997000,6/1/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10241,33,105-20 172ND STREET,11433,2,0,2,1477,1792,1920,1,B2,680000,7/28/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10241,56,171-43 107TH AVENUE,11433,2,0,2,2000,1316,1910,1,B3,380000,8/30/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10243,93,174-07 POLHEMUS AVENUE,11433,2,0,2,2474,1680,1955,1,B2,743909,11/17/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10245,170,170-11 108TH AVENUE,11433,2,0,2,3579,1232,1920,1,B2,0,9/12/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10246,128,10726 171ST PLACE,11433,2,0,2,2000,1590,1940,1,B3,0,1/12/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10248,68,17220 107 AVE,11433,2,0,2,4220,1920,1920,1,B2,0,5/18/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10248,80,172-09 108TH AVENUE,11433,2,0,2,4419,2000,1920,1,B3,585000,12/8/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10251,77,107-29 FERN PLACE,11433,2,0,2,3000,2100,1995,1,B2,0,8/19/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10252,42,107-14 178TH STREET,11433,2,0,2,3165,2520,2003,1,B2,0,3/10/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10252,48,106-68 RUSCOE STREET,11433,2,0,2,3000,2520,2002,1,B2,0,3/21/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10252,60,106-40 RUSCOE STREET,11433,2,0,2,2458,2126,2021,1,B2,995000,4/1/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10252,64,106-30 RUSCOE,11433,2,0,2,2500,1600,1920,1,B1,400000,1/13/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10252,66,106-24 RUSCOE STREET,11433,2,0,2,2499,1600,1920,1,B1,530000,6/21/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10252,73,106-08 RUSCOE STREET,11433,2,0,2,2499,1600,1920,1,B1,990000,6/1/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10254,53,108-15 171ST STREET,11433,2,0,2,3000,2076,1930,1,B3,945000,12/28/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10255,44,108-27 171ST PLACE,11433,2,0,2,3000,1460,1920,1,B2,250000,4/27/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10257,49,108-04 174 STREET,11433,2,0,2,1836,1680,2005,1,B2,940000,3/14/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10257,58,108-24 174TH STREET,11433,2,0,2,3000,1826,1920,1,B3,0,9/20/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10257,77,108-35 173RD STREET,11433,2,0,2,2000,2330,1920,1,B2,850000,7/22/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10259,53,108-12 FERN PLACE,11433,2,0,2,2655,2150,2006,1,B2,0,2/2/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10259,89,108-52 176TH STREET,11433,2,0,2,4000,1968,1950,1,B2,920000,2/3/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10265,1,109-54 174TH STREET,11433,2,0,2,1628,2500,2005,1,B2,849000,8/19/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10265,127,109-18 174TH STREET,11433,2,0,2,2700,1686,1925,1,B3,0,1/11/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10265,144,109-52 174TH STREET,11433,2,0,2,2545,1880,2005,1,B2,10,6/1/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10266,54,109-41 174TH STREET,11433,2,0,2,3000,2080,1992,1,B2,0,2/14/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10266,55,109-39 174TH STREET,11433,2,0,2,2400,1776,1992,1,B2,810000,5/5/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10266,96,109-42 175TH STREET,11433,2,0,2,3000,1817,1920,1,B3,989000,6/24/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10267,31,175-04 109TH AVENUE,11433,2,0,2,4000,1478,1940,1,B3,780000,3/30/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10267,47,109-24 176TH STREET,11433,2,0,2,3999,2750,1992,1,B2,715000,6/22/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10268,27,109-17 176TH STREET,11433,2,0,2,3999,2504,1950,1,B3,1200000,7/7/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10333,71,177-24 105TH AVENUE,11433,2,0,2,2499,1600,1930,1,B1,0,7/25/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10333,78,177-42 105TH AVENUE,11433,2,0,2,2500,1600,1930,1,B1,770000,3/22/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10334,2,106-17 177TH STREET,11433,2,0,2,2499,1600,1930,1,B1,0,7/26/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10334,14,177-18 106TH AVENUE,11433,2,0,2,2500,1600,1930,1,B1,800000,3/23/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10335,18,177-42 106TH ROAD,11433,2,0,2,2500,1600,1930,1,B1,0,3/3/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10335,28,177-66 106 ROAD,11433,2,0,2,2953,3200,2003,1,B2,0,5/6/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10335,70,106-43 RUSCOE STREET,11433,2,0,2,2365,1600,1930,1,B1,620000,12/15/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11925,48,109-52 141ST STREET,11435,2,0,2,4413,1836,1930,1,B3,0,7/19/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11927,37,109-28 142ND STREET,11435,2,0,2,2914,1576,1930,1,B3,780000,6/15/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11927,52,109-56 142ND STREET,11435,2,0,2,4399,1684,1930,1,B3,715000,6/27/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11928,41,109-29 142ND STREET,11435,2,0,2,4400,2366,1930,1,B3,0,3/1/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11928,80,109-42 143RD STREET,11435,2,0,2,2339,1500,1930,1,B3,560037,11/22/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11928,97,109-64 143RD STREET,11435,2,0,2,3870,2350,1960,1,B2,1090000,3/1/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11931,17,108-16 PINEGROVE STREET,11435,2,0,2,10699,2240,1930,1,B1,976000,8/30/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11932,50,108-15 PINEGROVE STREET,11435,2,0,2,3999,2260,1930,1,B3,0,11/30/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11938,33,14566 LAKEWOOD AVENUE,11435,2,0,2,4497,2440,2010,1,B2,0,5/11/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11941,226,145-04 FERNDALE AVENUE,11435,2,0,2,5033,1786,1930,1,B3,542000,8/22/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11941,263,14543 GLASSBORO AVE.,11435,2,0,2,3324,2827,1930,1,B2,1100000,12/6/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11942,336,145-49 110TH AVENUE,11435,2,0,2,2156,2308,2008,1,B2,0,4/20/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11942,338,145-45 110TH AVENUE,11435,2,0,2,3800,2024,1965,1,B2,999900,12/12/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11943,33,110-15 INWOOD STREET,11435,2,0,2,3168,1264,1925,1,B3,740000,10/11/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11946,92,108-14 SUTPHIN BOULEVARD,11435,2,0,2,1894,2060,1925,1,B2,595000,8/12/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11947,284,109-14 SUTPHIN BLVD,11435,2,1,3,2040,2560,1925,1,S2,525000,5/31/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11947,297,147-11 FERNDALE AVENUE,11435,2,0,2,4000,2592,1920,1,B2,0,3/10/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11949,315,147-40 FERNDALE AVENUE,11435,2,0,2,5999,2860,1925,1,B2,0,12/29/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11949,334,147-45 GLASSBORO AVENUE,11435,2,0,2,3999,2200,1960,1,B1,880000,9/15/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11952,40,110-25 LIVERPOOL STREET,11435,2,0,2,2454,1264,1925,1,B3,600000,1/6/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11952,45,147-12 110 ROAD,11435,2,0,2,2399,1264,1925,1,B3,0,8/29/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11956,48,111-31 140TH STREET,11435,2,0,2,3000,1280,1925,1,B3,0,3/25/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11958,35,111-55 142ND ST,11435,2,0,2,4000,1020,1945,1,B3,660000,5/9/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11959,320,111-23 143RD STREET,11435,2,0,2,3999,2250,1950,1,B3,0,6/14/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11960,54,111-30 145TH STREET,11435,2,0,2,1400,784,1925,1,B3,415000,5/13/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11961,30,111-27 145 STREET,11435,2,0,2,2499,1124,1930,1,B3,780000,9/7/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11961,67,111-46 INWOOD STREET,11435,2,0,2,2000,1280,1940,1,B3,0,1/6/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11962,41,145-30 111TH AVENUE,11435,2,0,2,2613,1280,1930,1,B3,0,4/1/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11962,46,145-42 111 AVENUE,11435,2,0,2,2577,1568,1930,1,B3,0,1/28/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11963,10,111-14 147TH STREET,11435,2,0,2,2400,1824,1925,1,B3,0,1/25/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11966,86,11201 148TH STREET,11435,2,0,2,2300,1505,1920,1,B3,10,3/16/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,12140,19,109-14 153RD STREET,11433,2,0,2,2275,1220,1920,1,B3,0,9/9/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,12140,23,150-11 109TH ROAD,11433,2,0,2,1717,1788,2008,1,B1,880000,7/13/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,12143,15,153-14 109TH AVENUE,11433,2,0,2,2329,1796,2005,1,B2,0,2/26/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,12144,238,10936 155TH STREET,11433,2,0,2,1894,1720,2008,1,B2,952913,8/5/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,12145,17,153-18 109TH DRIVE,11433,2,0,2,2475,2095,2007,1,B1,734158,10/6/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,12154,9,110-27 SUTPHIN BLVD,11435,2,1,3,1944,2480,1930,1,S2,0,7/14/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,12155,12,111-10 153RD STREET,11433,2,0,2,2799,732,1910,1,B1,100,8/4/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,12156,17,153-20 110TH AVENUE,11433,2,0,2,4500,2500,1999,1,B1,999000,11/4/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,12159,16,110-34 156TH STREET,11433,2,0,2,3151,2000,2005,1,B2,0,2/23/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,12164,18,110-15 160TH STREET,11433,2,0,2,3500,2370,2004,1,B2,800000,8/10/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,12165,1,110-57 UNION HALL STREET,11433,2,0,2,3726,1316,1930,1,B3,0,6/3/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,12165,59,110-54 GUY R BREWER BLVD,11433,2,0,2,4259,1370,1930,1,B3,0,6/3/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,12169,21,150-28 113TH AVENUE,11433,2,0,2,3000,1864,2008,1,B1,0,2/3/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,12175,41,111-11 157TH STREET,11433,2,0,2,1875,1972,1925,1,B3,0,5/27/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,12178,141,112-40 DILLON STREET,11433,2,0,2,2149,1152,1925,1,B3,621000,1/11/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,12178,225,112-62 DILLON STREET,11433,2,0,2,4274,2340,1940,1,B2,950000,12/16/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,12181,1,160-05 CLAUDE AVENUE,11433,2,0,2,4008,1960,1999,1,B2,925000,1/25/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,12320,30,163-07 LINDEN BLVD,11434,2,0,2,4728,2150,1995,1,B2,0,7/1/22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,12320,120,164-11 O'DONNELL ROAD,11433,2,0,2,3629,2150,1995,1,B2,1060000,3/7/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,10042,28,106-18 PINEGROVE STREET,11435,3,0,3,3250,4320,2008,1,C0,0,7/28/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,10042,30,106-20 PINEGROVE STREET,11435,3,0,3,3250,4320,2008,1,C0,0,7/28/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,10045,13,144-30 106TH AVENUE,11435,3,0,3,2499,2560,1920,1,C0,0,6/14/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,10050,29,14539 106TH AVE,11435,3,0,3,4999,3100,1920,1,C0,0,6/21/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,10054,17,146-29 SOUTH ROAD,11435,3,0,3,2499,3150,1915,1,C0,1000,7/6/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,10123,39,106-23 155TH STREET,11433,3,0,3,2503,3470,1920,1,C0,0,7/8/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,10131,22,150-32 SHORE AVENUE,11433,3,0,3,2000,2080,2005,1,C0,980000,2/11/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,10131,26,150-42 SHORE AVENUE,11433,3,0,3,2216,3432,2007,1,C0,1150000,12/30/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,10134,10,107-31 155TH STREET,11433,3,0,3,2002,3120,2005,1,C0,225000,2/14/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,10134,11,107-29 155 STREET,11433,3,0,3,2002,3120,2005,1,C0,225000,2/14/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,10134,28,155-20 107TH AVENUE,11433,3,0,3,2500,2156,1920,1,C0,770000,1/13/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,10134,40,107-32 156TH STREET,11433,3,0,3,5008,5950,2007,1,C0,0,2/28/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,10141,7,108-47 SUTPHIN BOULEVARD,11435,3,0,3,2098,4045,2020,1,C0,999500,7/29/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,10150,44,108-16 GUY R BREWER BLVD,11433,3,0,3,2760,3004,1920,1,C0,202800,5/13/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,10173,72,164-39 108TH DRIVE,11433,3,0,3,3124,3300,1997,1,C0,830200,10/20/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,10231,119,172-13 107 AVENUE,11433,3,0,3,3000,2240,1920,1,C0,0,6/2/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,10266,91,109-28 175TH STREET,11433,3,0,3,3000,1562,1920,1,C0,0,7/25/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,11934,57,109-04 INWOOD STREET,11435,3,0,3,4010,1167,1920,1,C0,0,12/2/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,11938,21,145-42 LAKEWOOD AVENUE,11435,3,0,3,5773,2728,1930,1,C0,0,9/9/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,11944,8,146-16 LAKEWOOD AVENUE,11435,3,0,3,2760,1550,1925,1,C0,1060000,2/8/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,11946,104,147-45 ARLINGTON TERRACE,11435,3,0,3,4000,2937,1925,1,C0,850000,5/26/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,11949,312,147-24 FERNDALE AVENUE,11435,3,0,3,3000,2000,1925,1,C0,923000,6/17/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,11952,62,110-44 SUTPHIN BLVD,11435,3,0,3,2000,2600,1930,1,C0,693000,4/12/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,12156,10,110-01 153RD STREET,11433,3,0,3,3000,2360,1925,1,C0,920000,10/28/22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,12175,23,111-51 157TH STREET,11433,3,0,3,1818,1125,1940,1,C0,0,4/14/22
4,SOUTH JAMAICA,04 TAX CLASS 1 CONDOS,1A,10140,1009,"107-10 GUY R BREWER BLVD, 9C",11433,1,,1,,,,1,R3,399000,7/26/22
4,SOUTH JAMAICA,04 TAX CLASS 1 CONDOS,1A,10140,1113,"107-30 GUY R BREWER BLVD, 18A",11433,1,,1,,,,1,R3,298000,11/8/22
4,SOUTH JAMAICA,04 TAX CLASS 1 CONDOS,1A,10149,1028,"108-33 160TH STREET, 28A",11433,1,,1,,,,1,R3,300000,6/30/22
4,SOUTH JAMAICA,05 TAX CLASS 1 VACANT LAND,1B,10075,8,144-04 SOUTH ROAD,11435,0,0,0,1199,0,,1,V0,0,8/24/22
4,SOUTH JAMAICA,05 TAX CLASS 1 VACANT LAND,1B,10085,17,N/A WALTHAM STREET,11435,0,0,0,5000,0,,1,V0,0,2/2/22
4,SOUTH JAMAICA,05 TAX CLASS 1 VACANT LAND,1B,10255,43,N/A 171ST PLACE,11433,0,0,0,2000,0,,1,V0,250000,4/27/22
4,SOUTH JAMAICA,05 TAX CLASS 1 VACANT LAND,1B,10257,46,N/A 108TH AVENUE,11433,0,0,0,1900,0,,1,V0,120000,4/28/22
4,SOUTH JAMAICA,05 TAX CLASS 1 VACANT LAND,1B,10257,59,N/A 174TH STREET,11433,0,0,0,2000,0,,1,V0,0,9/20/22
4,SOUTH JAMAICA,05 TAX CLASS 1 VACANT LAND,1B,10264,53,N/A 109TH AVENUE,11433,0,0,0,2000,0,,1,V0,0,9/12/22
4,SOUTH JAMAICA,05 TAX CLASS 1 VACANT LAND,1B,10265,126,N/A 174TH STREET,11433,0,0,0,2000,0,,1,V0,0,1/11/22
4,SOUTH JAMAICA,05 TAX CLASS 1 VACANT LAND,1B,10333,103,177-27 106TH AVENUE,11433,0,0,0,2500,0,2021,1,V0,1013159,5/26/22
4,SOUTH JAMAICA,05 TAX CLASS 1 VACANT LAND,1B,11955,88,13911 LINDEN BLVD,11436,0,0,0,2300,0,,1,V0,285000,2/7/22
4,SOUTH JAMAICA,06 TAX CLASS 1 - OTHER,1,10044,23,144-19A 106TH AVENUE,11435,0,0,0,2499,0,1931,1,G0,950000,8/30/22
4,SOUTH JAMAICA,06 TAX CLASS 1 - OTHER,1,10080,16,107-04 PRINCETON STREET,11435,0,0,0,2499,0,1950,1,G0,0,11/16/22
4,SOUTH JAMAICA,07 RENTALS - WALKUP APARTMENTS,2A,10085,15,14622 TUSKEGEE AIRMAN WAY,11435,4,0,4,5000,3220,1910,2,C3,0,2/2/22
4,SOUTH JAMAICA,07 RENTALS - WALKUP APARTMENTS,2A,10124,39,106-43 156TH STREET,11433,4,0,4,2500,2200,1931,2,C3,422574,2/15/22
4,SOUTH JAMAICA,07 RENTALS - WALKUP APARTMENTS,2A,11945,43,146-42 LAKEWOOD AVENUE,11435,6,0,6,4929,3267,1925,2,C2,1260000,6/2/22
4,SOUTH JAMAICA,14 RENTALS - 4-10 UNIT,2A,10043,1,144-02 LIBERTY AVENUE,11435,3,1,4,1930,2400,1920,2,S3,0,4/25/22
4,SOUTH JAMAICA,14 RENTALS - 4-10 UNIT,2A,11938,16,145-30 LAKEWOOD AVENUE,11435,3,1,4,3768,2992,1937,2,S3,1125000,5/18/22
4,SOUTH JAMAICA,22 STORE BUILDINGS,4,10333,116,105-19 177TH STREET,11433,1,1,2,2000,1440,1931,4,K4,0,2/17/22
4,SOUTH JAMAICA,27 FACTORIES,4,12172,59,155-45 LINDEN BOULEVARD,11434,0,2,2,11999,9500,1931,4,F5,2750000,12/19/22
4,SOUTH JAMAICA,29 COMMERCIAL GARAGES,4,10055,14,N/A SUTPHIN BOULEVARD,11435,0,0,0,5500,0,,4,G7,0,5/11/22
4,SOUTH JAMAICA,29 COMMERCIAL GARAGES,4,10055,14,N/A SUTPHIN BOULEVARD,11435,0,0,0,5500,0,,4,G7,0,11/30/22
4,SOUTH JAMAICA,29 COMMERCIAL GARAGES,4,10055,16,104-16 SUTPHIN BLVD.,11435,0,1,1,1108,900,1940,4,G2,285000,7/12/22
4,SOUTH JAMAICA,29 COMMERCIAL GARAGES,4,10089,6,106-37 SUTPHIN BOULEVARD,11435,0,0,0,2499,0,,4,G7,10000,9/14/22
4,SOUTH JAMAICA,29 COMMERCIAL GARAGES,4,12142,5,109-65 SUTPHIN BOULEVARD,11435,0,1,1,1822,1500,1931,4,GW,999999,3/11/22
4,SOUTH JAMAICA,41 TAX CLASS 4 - OTHER,4,10055,7,N/A LIBERTY AVENUE,11435,0,0,0,7100,0,,4,Z9,0,5/11/22
4,SOUTH JAMAICA,41 TAX CLASS 4 - OTHER,4,10055,7,N/A LIBERTY AVENUE,11435,0,0,0,7100,0,,4,Z9,0,11/30/22
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11592,42,109-53 111TH STREET,11420,1,0,1,3068,1468,1930,1,A1,0,12/21/22
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11592,57,109-23 111 STREET,11420,1,0,1,3068,1468,1925,1,A1,0,7/9/22
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11593,62,109-07 112TH STREET,11420,1,0,1,3119,1573,1925,1,A1,700000,11/17/22
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11594,11,109-06 114TH STREET,11420,1,0,1,2538,1564,1925,1,A1,0,3/21/22
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11594,31,109-50 114TH STREET,11420,1,0,1,2084,1288,1925,1,A1,0,10/31/22
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11595,48,109-41 114TH STREET,11420,1,0,1,1802,872,1920,1,A1,620000,4/29/22
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11595,52,109-33 114 STREET,11420,1,0,1,1801,854,1920,1,A1,545000,6/15/22
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11598,6,117-10 109TH AVENUE,11420,1,0,1,2000,1220,1920,1,A1,690000,3/15/22
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11598,49,109-39 117TH STREET,11420,1,0,1,1953,1280,1920,1,A1,0,9/21/22
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11602,49,109-39 121ST STREET,11420,1,0,1,2799,1086,1930,1,A1,0,12/26/22
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11602,51,109-37 121ST STREET,11420,1,0,1,2799,1086,1930,1,A1,0,6/17/22
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11603,41,122-03 111TH AVENUE,11420,1,0,1,2000,1264,1930,1,A1,610000,7/21/22
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11604,2,123-04 109TH AVENUE,11420,1,0,1,2400,1234,1930,1,A1,0,5/26/22
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11604,55,109-25 123RD STREET,11420,1,0,1,2399,1056,1930,1,A1,0,10/15/22
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11604,60,109-15 123RD STREET,11420,1,0,1,3282,1206,1930,1,A1,785000,10/18/22
