BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
4,AIRPORT LA GUARDIA,01 ONE FAMILY DWELLINGS,1,949,34,19-48 81ST STREET,11370,1,0,1,1799,1224,1945,1,A5,864195,7/15/22
4,AIRPORT LA GUARDIA,01 ONE FAMILY DWELLINGS,1,949,37,19-54 81ST STREET,11370,1,0,1,1799,1224,1945,1,A5,815000,6/24/22
4,AIRPORT LA GUARDIA,01 ONE FAMILY DWELLINGS,1,976,55,21-33 80TH STREET,11370,1,0,1,1799,1224,1950,1,A5,830000,9/23/22
4,AIRPORT LA GUARDIA,01 ONE FAMILY DWELLINGS,1,976,60,21-23 80TH STREET,11370,1,0,1,1800,1224,1950,1,A5,900000,2/8/22
4,AIRPORT LA GUARDIA,03 THREE FAMILY DWELLINGS,1,949,56,19-69 80TH STREET,11370,3,0,3,2000,2835,1945,1,C0,0,3/8/22
4,AIRPORT LA GUARDIA,03 THREE FAMILY DWELLINGS,1,949,56,19-69 80TH STREET,11370,3,0,3,2000,2835,1945,1,C0,0,4/12/22
4,AIRPORT LA GUARDIA,12 CONDOS - WALKUP APARTMENTS,2,949,1017,"19-17 80TH STREET, 1",11370,1,,1,,,,2,R2,335000,11/9/22
4,AIRPORT LA GUARDIA,12 CONDOS - WALKUP APARTMENTS,2,949,1022,"19-13 80TH STREET, 2",11370,1,,1,,,,2,R2,630000,7/26/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15830,5,40-10 ROCKAWAY BEACH BLVD,11691,1,0,1,1594,482,1920,1,A6,195000,2/3/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15830,8,4016 ROCKAWAY BEACH BOULEVARD,11691,1,0,1,3231,1520,2005,1,A5,585000,7/27/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15830,48,335 BEACH 40 STREET,11691,1,0,1,2245,1350,2005,1,A5,0,7/1/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15833,47,341 BEACH 42ND STREET,11691,1,0,1,2850,1332,2006,1,A5,549999,9/23/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15834,57,329 BEACH 43RD,11691,1,0,1,2228,1476,2006,1,A5,315000,4/15/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15834,57,329 BEACH 43RD ST,11691,1,0,1,2228,1476,2006,1,A5,600000,11/7/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15835,63,337 BEACH 44TH STREET,11691,1,0,1,3431,2268,1920,1,A2,0,5/25/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15837,27,354 BEACH 46 STREET,11691,1,0,1,3804,2304,1925,1,A2,190000,8/19/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15837,56,335 BEACH 45TH STREET,11691,1,0,1,2470,1048,1925,1,A1,505000,3/11/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15839,64,311 BEACH 47 STREET,11691,1,0,1,2853,2080,1920,1,A2,0,8/24/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15849,22,40-01 ROCKAWAY BEACH BLVD,11691,1,0,1,2626,618,1920,1,A6,542000,3/1/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15850,30,206 BEACH 42 STREET,11691,1,0,1,2000,560,1920,1,A6,375000,9/23/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15905,47,123 BEACH 62ND STREET,11692,1,0,1,4413,2626,2014,1,A5,1138000,10/14/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15908,16,63-07 BEACH CHANNEL DRIVE,11692,1,0,1,4000,1020,1950,1,A0,0,3/31/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15954,82,403 BEACH 37,11691,1,0,1,2896,1502,2008,1,A5,540000,3/9/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15960,8,410 BEACH 43 STREET,11691,1,0,1,2252,866,2018,1,A1,146138,11/9/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15960,57,510 BEACH 43RD,11691,1,0,1,1657,468,1920,1,A6,87500,2/25/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15962,88,515 BEACH 43 STREET,11691,1,0,1,1351,1496,1920,1,A1,579000,9/30/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15965,91,461 BEACH 43 STREET,11691,1,0,1,2513,1920,1899,1,A2,0,3/31/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15969,51,457 BEACH 46 STREET,11691,1,0,1,2377,1664,2004,1,A1,700000,8/9/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,15972,62,401 BEACH 47 STREET,11691,1,0,1,3604,1464,1915,1,A1,0,5/6/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16026,9,616 BEACH 66 STREET,11692,1,0,1,2250,1530,1960,1,A9,478500,1/31/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16028,70,6702 ALMEDA AVENUE,11692,1,0,1,1350,974,1930,1,A2,330000,4/6/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16028,170,67-04 ALMEDA AVENUE,11692,1,0,1,1988,1125,1930,1,A2,550000,9/16/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16029,34,68-11 BAYFIELD AVENUE,11692,1,0,1,5279,1242,1950,1,A2,530000,7/11/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16031,27,5-60 BEACH 65 STREET,11692,1,0,1,2500,1755,1960,1,A9,1,5/24/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16032,23,548 BEACH 66 STREET,11692,1,0,1,3999,2550,1950,1,A1,657200,12/2/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16037,24,440 BEACH 64 STREET,11692,1,0,1,2550,1365,1940,1,A9,415000,1/21/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16038,64,417 BEACH 64 STREET,11692,1,0,1,3999,1216,1930,1,A2,390000,6/21/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16039,10,418 BEACH 66 STREET,11692,1,0,1,3000,1832,1935,1,A2,0,11/20/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16045,20,69-23 BAYFIELD AVENUE,11692,1,0,1,2000,640,1920,1,A6,400000,3/30/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16048,14,69-31 ALMEDA AVENUE,11692,1,0,1,3000,1764,1950,1,A2,334563,1/21/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16048,52,69-44 BURCHELL AVENUE,11692,1,0,1,3000,1504,2018,1,A1,0,9/20/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16048,57,69-52 BURCHELL AVE,11692,1,0,1,3000,1764,1950,1,A2,435000,8/2/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16049,12,6929 BURCHELL AVE,11692,1,0,1,5999,1736,1955,1,A2,30000,9/9/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16050,12,69-37 ELIZABETH AVENUE,11692,1,0,1,2499,750,1925,1,A2,420000,6/10/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16056,26,667 BEACH 72ND ST,11692,1,0,1,2000,1248,1940,1,A1,20000,8/3/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16078,48,318 BEACH 74TH,11692,1,0,1,2485,900,1920,1,A2,505000,5/9/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16078,53,328 BEACH 74TH STREET,11692,1,0,1,2699,880,1920,1,A2,469000,9/12/22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16081,100,332 BEACH 70TH STREET,11692,1,0,1,2760,1554,1920,1,A1,0,11/19/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15826,12,331 BEACH 36TH ST,11691,2,0,2,3780,2068,2003,1,B2,0,4/9/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15828,9,318 BEACH 39TH STREET,11691,2,0,2,3365,2068,2002,1,B2,550000,11/2/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15828,40,331 BEACH 38 STREET,11691,2,0,2,2975,2068,2002,1,B2,0,1/12/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15828,50,311 BEACH 38 STREET,11691,2,0,2,4220,2068,2002,1,B2,705000,1/31/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15831,13,312 BEACH 42 STREET,11691,2,0,2,3066,1764,1940,1,B9,683000,8/9/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15834,47,347 BEACH 43 STREET,11691,2,0,2,5136,1760,1920,1,B3,705000,9/20/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15838,6,320 BEACH 47 STREET,11691,2,0,2,2805,2234,2004,1,B2,815000,12/1/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15838,57,321 BEACH 46 STREET,11691,2,0,2,3804,2250,1960,1,B2,360400,1/10/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15838,76,314 BEACH 47TH STREET,11691,2,0,2,2870,1840,1960,1,B9,595000,8/11/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15839,68,305 BEACH 47TH STREET,11691,2,0,2,3043,1323,1955,1,B9,699000,5/12/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15850,3,41-13 ROCKAWAY BEACH BLVD,11691,2,0,2,1890,2000,2006,1,B2,500000,1/31/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15897,133,57-19 ARVERNE BOULEVARD,11692,2,0,2,2075,2000,2003,1,B2,10,2/2/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15902,6,170 BEACH 60TH,11692,2,0,2,3087,2052,2000,1,B1,680000,5/26/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15903,3,172 BEACH 61 STREET,11692,2,0,2,3135,2052,2000,1,B1,786000,10/18/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15903,4,176 BEACH 61 STREET,11692,2,0,2,4169,2052,2000,1,B1,800000,8/31/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15903,4,176 BEACH 61ST STREET,11692,2,0,2,4170,2052,2000,1,B1,400000,1/5/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15903,37,165 BEACH 60 STREET,11692,2,0,2,3535,2400,1960,1,B2,685000,9/16/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,15,64-10 BEACH FRONT ROAD,11692,2,0,2,3541,3084,2014,1,B2,1240000,9/28/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,35,6206 OCEAN AVENUE SOUTH,11692,2,0,2,6199,3357,2014,1,B2,0,12/28/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,58,158 SEA GRASS LANE,11692,2,0,2,3226,2515,2014,1,B2,960000,7/12/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,138,6508 OCEAN AVENUE NORTH,11692,2,0,2,2986,2258,2012,1,B2,0,10/6/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,144,178 SALTAIRE LANE,11692,2,0,2,3257,2419,2011,1,B2,976000,4/21/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,173,64-17 OCEAN AVENUE NORTH,11692,2,0,2,3046,2515,2014,1,B2,0,7/19/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,178,6405 OCEAN AVENUE NORTH,11692,2,0,2,2120,3018,2014,1,B2,1088000,6/7/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,196,6418 OCEAN AVE S,11692,2,0,2,3045,2515,2014,1,B2,10,3/14/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,237,66-13 SURF AVENUE,11692,2,0,2,2143,2908,2011,1,B2,1050000,9/2/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,241,6603 SURF AVENUE,11692,2,0,2,5861,2258,2011,1,B2,999999,8/8/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15905,251,65-18 SEASPRAY AVENUE,11692,2,0,2,2447,2908,2011,1,B2,0,2/23/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15908,18,63-03 BEACH CHANNEL DRIVE,11692,2,0,2,4000,1182,1945,1,B3,901000,2/1/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15910,48,65-09 BEACH CHANNEL DRIVE,11692,2,0,2,3242,2024,1965,1,B2,585000,3/22/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15913,74,333 BEACH 66 STREET,11692,2,0,2,4000,1904,1920,1,B2,555000,4/13/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15915,43,350 BEACH 68TH STREET,11692,2,0,2,3999,1999,1910,1,B3,490000,9/1/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15916,43,352 BEACH 69 STREET,11692,2,0,2,5999,2926,1910,1,B2,0,12/12/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15916,43,352 BEACH 69 STREET,11692,2,0,2,5999,2926,1910,1,B2,855000,7/28/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15916,62,3-31 BEACH 68 STREET,11692,2,0,2,3999,1656,1910,1,B3,507000,9/22/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15932,45,149 BEACH 60 STREET,11692,2,0,2,5009,1994,1999,1,B1,380000,4/22/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15932,53,137 BEACH 60 STREET,11692,2,0,2,3267,1994,1999,1,B1,476580,9/19/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15952,4,408 BEACH 36 STREET,11691,2,0,2,4354,2068,2003,1,B2,739500,9/23/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15960,49,498 BEACH 43RD STREET,11691,2,0,2,2850,2200,2002,1,B2,0,3/28/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15960,51,502 BEACH 43RD STREET,11691,2,0,2,2850,2200,2002,1,B2,0,3/28/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15966,59,479 BEACH 44 STREET,11691,2,0,2,3411,2400,2007,1,B2,795000,10/3/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15968,65,493 BEACH 45TH STREET,11691,2,0,2,3118,2500,2022,1,B2,920000,10/25/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15968,67,491 BEACH 45 STREET,11691,2,0,2,3114,2500,2022,1,B2,910000,10/25/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15972,1,404 BEACH 48 STREET,11691,2,0,2,3804,1764,1960,1,B9,651900,4/29/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15972,20,450 BEACH 48 STREET,11691,2,0,2,9676,1869,1960,1,B9,550000,8/30/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15972,20,450 BEACH 48TH STREET,11691,2,0,2,9677,1869,1960,1,B9,0,2/22/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15972,39,445 BEACH 47 STREET,11691,2,0,2,2673,1869,1960,1,B9,550000,1/12/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16005,103,62-28 HILLMEYER ROAD,11692,2,0,2,3179,2281,2022,1,B2,699000,12/9/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16005,104,62-26 HILLMEYER ROAD,11692,2,0,2,3179,2281,2022,1,B1,753505,11/2/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16007,43,62-35 ALMEDA AVENUE,11692,2,0,2,3317,2254,2010,1,B2,0,12/8/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16015,44,466 BEACH 63RD STREET,11692,2,0,2,2529,1560,1960,1,B2,680000,4/19/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16023,8,614 BEACH 64TH ST,11692,2,0,2,3400,2068,1996,1,B2,0,3/12/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16023,20,632 BEACH 64TH STREET,11692,2,0,2,3399,2068,1996,1,B2,0,10/6/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16023,20,632 BEACH 64TH STREET,11692,2,0,2,3399,2068,1996,1,B2,20000,11/28/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16023,20,632 BEACH 64TH STREET,11692,2,0,2,3400,2068,1996,1,B2,60000,5/13/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16023,22,638 BEACH 64 STREET,11692,2,0,2,3399,2068,1996,1,B2,690000,6/28/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16024,7,614 BEACH 65TH STREET,11692,2,0,2,3399,2068,1994,1,B2,720000,7/15/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16024,27,643 BEACH 64 STREET,11692,2,0,2,4200,2068,1994,1,B2,630000,3/18/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16025,30,65-10 DE COSTA AVENUE,11692,2,0,2,4318,2000,2002,1,B1,525000,1/3/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16027,5,614 BEACH 67TH STREET,11692,2,0,2,2499,2040,2021,1,B2,901151,12/15/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16027,15,632 BEACH 67TH STREET,11692,2,0,2,4125,2400,2003,1,B2,0,6/3/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16029,5,610 BEACH 69TH STREET,11692,2,0,2,2725,1344,1960,1,B9,0,5/12/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16029,8,614 BEACH 69 STREET,11692,2,0,2,2724,1344,1960,1,B9,625000,6/29/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16029,16,630 BEACH 69 STREET,11692,2,0,2,2725,1344,1960,1,B9,368000,2/1/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16029,25,650 BEACH 69TH STREET,11692,2,0,2,4000,1344,1960,1,B9,0,3/8/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16029,54,631 BEACH 68TH STREET,11692,2,0,2,3500,2196,1960,1,B9,630000,5/18/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16030,79,505 BEACH 63 STREET,11692,2,0,2,3164,1978,2000,1,B2,10,3/8/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16031,19,544 BEACH 65TH STREET,11692,2,0,2,2499,1514,1960,1,B3,400000,7/5/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16031,65,511 BEACH 64TH STREET,11692,2,0,2,2950,2250,1960,1,B9,0,7/20/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16033,19,540 BEACH 67 STREET,11692,2,0,2,3999,2240,2003,1,B2,0,8/19/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16033,73,6610 THURSBY AVENUE,11692,2,0,2,2500,1530,1930,1,B2,500000,4/8/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16034,47,551 BEACH 67TH ST,11692,2,0,2,3000,1890,2004,1,B2,0,3/23/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16034,59,525 BEACH 67 STREET,11692,2,0,2,3999,2400,2002,1,B1,500000,12/8/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16035,28,68-16 ELIZABETH AVENUE,11692,2,0,2,2929,1860,2006,1,B1,0,4/4/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16037,27,442 BEACH 64TH STREET,11692,2,0,2,2550,2016,1940,1,B9,750000,2/25/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16037,37,466 BEACH 64TH ST,11692,2,0,2,2550,2016,1940,1,B9,0,10/12/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16037,46,453 BEACH 63RD,11692,2,0,2,2550,1932,1940,1,B9,485000,11/4/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16037,56,429 BEACH 63 ST,11692,2,0,2,2550,1932,1940,1,B9,10,7/20/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16040,28,458 BEACH 67 STREET,11692,2,0,2,3999,1923,1920,1,B3,624000,10/20/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16042,40,4-63 BEACH 68 STREET,11692,2,0,2,3999,2200,2003,1,B2,0,10/17/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16042,40,4-63 BEACH 68 STREET,11692,2,0,2,4000,2200,2003,1,B2,0,3/2/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16042,46,453 BEACH 68TH STREET,11692,2,0,2,3999,3381,1920,1,B1,0,12/1/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16042,65,4-13 BEACH 68 STREET,11692,2,0,2,3250,1785,2006,1,B2,750000,9/7/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16042,67,68-04 BEACH CHANNEL DRIVE,11692,2,0,2,2434,1785,2006,1,B2,780000,6/23/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16042,71,68-16 BEACH CHANNEL DRIVE,11692,2,0,2,2747,1785,2006,1,B2,700000,9/6/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16045,11,69-45 BAYFIELD AVENUE,11692,2,0,2,3000,2016,1950,1,B9,0,6/28/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16045,23,69-19 BAYFIELD AVENUE,11692,2,0,2,3370,2520,2005,1,B1,0,6/6/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16045,23,6919 BAYFIELD AVE,11692,2,0,2,3370,2520,2005,1,B1,0,6/2/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16045,36,649 BEACH 69TH STREET,11692,2,0,2,4000,1386,1950,1,B9,0,5/27/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16046,61,69-36 HILLMEYER AVENUE,11692,2,0,2,3749,2160,1950,1,B9,0,7/7/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16046,61,6936 HILLMEYER AVE,11692,2,0,2,3749,2160,1950,1,B9,585966,6/21/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16046,64,69-44 HILLMEYER AVENUE,11692,2,0,2,3749,2057,1940,1,B9,100,10/12/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16047,3,69-59 HILLMEYER AVE,11692,2,0,2,2625,1869,1940,1,B9,720000,8/4/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16047,5,69-55 HILLMEYER AVENUE,11692,2,0,2,2625,1869,1940,1,B9,0,10/13/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16047,14,6937 HILLMEYER AVENUE,11692,2,0,2,2625,1617,1940,1,B9,320000,4/29/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16047,15,69-33 HILLMEYER AVENUE,11692,2,0,2,2625,1617,1960,1,B9,750000,10/24/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16047,31,605 BEACH 69TH STREET,11692,2,0,2,3250,1365,1940,1,B9,640500,2/23/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16047,35,601 BEACH 69TH STREET,11692,2,0,2,3749,1365,1940,1,B9,0,6/15/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16048,5,69-55 ALMEDA AVENUE,11692,2,0,2,3032,1848,2003,1,B2,765000,9/19/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16051,7,69-39 THURSBY AVENUE,11692,2,0,2,3000,2068,1950,1,B9,0,2/22/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16052,60,430 BEACH 72ND,11692,2,0,2,3000,2000,2004,1,B2,680000,11/21/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16053,17,69-29 GOUVERNEUR AVENUE,11692,2,0,2,3999,2118,1910,1,B2,0,6/21/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16058,15,72-12 ALMEDA AVENUE,11692,2,0,2,3000,2001,1998,1,B2,720000,9/15/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16058,17,7216 ALMEDA AVE,11692,2,0,2,3000,2001,1997,1,B2,620000,2/25/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16062,13,74-17 HILLMEYER AVENUE,11692,2,0,2,2499,1874,2019,1,B2,900000,7/21/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16062,14,74-13 HILLMEYER AVENUE,11692,2,0,2,2499,1874,2019,1,B2,975000,7/5/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16062,17,617 BARBADOES DRIVE,11692,2,0,2,3000,2240,2022,1,B2,975000,12/13/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16062,18,615 BARBADOES DRIVE,11692,2,0,2,2799,2280,2022,1,B2,950000,11/21/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16062,21,607 BARBADOES DRIVE,11692,2,0,2,2799,2094,2022,1,B2,960000,12/6/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16062,25,603 BARBADOES DRIVE,11692,2,0,2,3000,2108,2022,1,B2,946973,12/2/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16065,53,72-18 ELIZABETH AVENUE,11692,2,0,2,3999,2350,2003,1,B2,760000,8/19/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16083,13,341 BEACH 70TH STREET,11692,2,0,2,2850,1576,1920,1,B2,0,11/17/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16090,64,201 BEACH BREEZE PLACE,11692,2,0,2,3208,2905,2004,1,B2,1055000,8/2/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16091,17,7602 AQUATIC DRIVE,11692,2,0,2,2161,2905,2004,1,B2,939500,2/14/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16091,44,201 BEACH BREEZE LANE,11692,2,0,2,2879,2905,2004,1,B2,0,11/8/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16092,9,7006 BEACH FRONT ROAD,11692,2,0,2,3558,2520,2007,1,B2,1318000,9/1/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16092,17,132 MERIDIAN BOULEVARD,11692,2,0,2,1879,2944,2007,1,B2,990000,7/12/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16092,25,7011 CATAMARAN WAY,11692,2,0,2,2355,2944,2007,1,B2,1100000,9/14/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16092,46,164 COMMODORE CIRCLE E,11692,2,0,2,1971,2926,2008,1,B2,0,6/17/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16092,68,7008 CORAL REEF WAY,11692,2,0,2,2977,2944,2007,1,B2,1140000,9/22/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16092,76,177 COMMODORE CIRCLE W,11692,2,0,2,3301,2953,2007,1,B2,1045000,6/17/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16092,93,183 SCHOONER STREET,11692,2,0,2,2939,2218,2007,1,B2,0,3/21/22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16092,101,7219 CATAMARAN WAY,11692,2,0,2,3131,2953,2007,1,B2,997500,9/23/22
